train,val,test
Z713_ST-20-6592_A1,,
AA03_ST-21-3098_A1,,
Z848_SS-20-7003_A1,,
AB06_ST-21-3188_A1,,
AC32_ST-21-3381_A2_2,,
AA42_ST-20-6587,,
AB34_ST-21-3282_A1,,
AL05_SS-21-5726_A1,,
AO42_ST-21-6553_A1_-_2021-06-23_14.08.47,,
AR56_SB-21-7027_A-3_-_2021-07-15_10.53.54,,
AO69_ST-21-6599_A1_-_2021-06-23_15.18.25,,
AO05_ST-21-6303_B-1,,
AP85-ST-21-6939_A1,,
AP90_ST-21-6950_A1_2,,
BA30_ST-21-9068_A1_2_-_2021-10-05_13.15.03,,
AV47_ST-21-7968_A-2-SL1_-_2021-08-20_09.54.08,,
BG28_ST-21-10406_A1_-_2021-11-29_16.32.55,,
BK49_ST-21-11339_A1,,
BK67_SS-21-11147_A1,,
BJ81_ST-21-11204_A1 - 2021-12-29 14.59.28,,
BC52_SB-21-9482_A-1_-_2021-10-22_13.36.15,,
BO51_ST-22-709_A12,,
BO68_ST-22-610_A1 - 2022-02-15 13.49.54,,
BO78_ST-22-698_A2 - 2022-02-18 11.01.02,,
BP41_ST-22-889_A12,,
BV78_ST-22-2000_A1 - 2022-04-07 09.32.11,,
CA75_ST-22-2829_A1,,
BX76_ST-22-2213_A1_-_2022-04-21_09.56.32,,
BX77_ST-22-2287_A1 - 2022-04-28 12.11.30,,
BX79_ST-22-2290_A1,,
CG62_ST-22-4158_A2,,
CH25_ST-22-4320_A1,,
CD05_ST-22-3345_A-1 - 2022-05-24 12.51.31,,
CB36_SS-22-3150_A1,,
CO28_ST-22-5597_A1-20,,
CR32_ST-22-6142_A1-2022-09-07 14.29.45,,
CQ34_ST-22-5991_A1,,
CK33_ST-22-4882_A1,,
DF83_ST-22-8846-A-1-2022-12-20_11.48.15,,
DF51_ST-22-8729-A2-2022-12-23_10.30.06,,
DF52_ST-22-8665-A-1-SL1-2022-12-22_13.17.18,,
DI64_ST-22-9384_A-1-2023-01-12_14.16.06,,
DG47_ST-22-8895_A1-2022-12-27_10.30.44,,
CX31_ST-22-7322_A1-20,,
CX35_ST-22-7305_A1-20,,
DC96_ST-22-8177-A-1-SL1-2022-12-08_13.30.39,,
DC71_SS-22-8469_A-1-2022-12-02_15.02.00,,
DB03_SI-22-8089_B1-20,,
CZ04_ST-22-7781_A1-20,,
CY37_SS-22-7433_A1,,
DA42_SS-22-8060_A1-20,,
CX93_ST-22-7488_A1-20,,
CU55_ST-22-6869_A1-20,,
DB39_SI-22-8046-E-1-S,,
CV33_ST-22-7128_A1,,
DF24_ST-22-8745_A1-2022-12-13_15.10.01,,
DI68_ST-22-9382_A1_-_2023-01-12_14.36.41,,
DE44_ST-22-8494_A1-2022-12-08_09.56.54,,
DA78_ST-22-8045_A1-20,,
DA79_ST-22-7993_A1-20,,
DL94_ST-23-514-A1-2023-02-01_14.19.03,,
DJ57_ST-23-32-A1-2023-01-19_11.38.16,,
DL91_ST-23-505-A1-2023-02-01_12.57.06,,
DO07_SB-23-911-C-1-SL1-2023-02-16_16.15.00,,
DU12_ST-23-1508-A-1-SL1-2023-03-31_11.58.13,,
DV20_SS-23-9387_C20,,
DO51_ST-23-1001_A1-2023-02-23_12.29.14,,
DO30_ST-23-945-A1-2023-02-17_12.20.41,,
DK18_SS-23-340_A1,,
DR24_ST-23-1517_A1-2023-03-07_13.51.34,,
DX31_ST-23-2669-A1_-_2023-04-13_14.42.59,,
DU96_ST-23-2206-A-2-2023-04-03_14.10.47,,
DU97_ST-22-9306-A-1-2023-03-29_13.47.35,,
EB45_ST-23-3393-A1 - 2023-05-10 14.57.05,,
EB82_ST-23-3507_A1-2023-05-15_15.53.30,,
DV75_ST-23-2327_A-1-2023-04-03 14.44.03,,
DW16_SS-23-2533_A-1-2023-04-14_12.20.47,,
DZ38_ST-23-3006-A1_-_2023-04-24_12.21.17,,
EP56_ST-23-5844-A1 - 2023-08-08 12.50.47,,
EP57_ST-23-5846-A1 - 2023-08-09 11.43.23,,
EP65_ST-23-5743-A-1-SL1 - 2023-08-08 13.01.08,,
EI51_ST-23-4687-A1 - 2023-06-21 14.38.38,,
EJ73_ST-23-4912_A1 - 2023-07-12 12.14.20,,
EH73_ST-23-4589-A1-2023-06-14 15.43.05,,
EH74_ST-23-4595-A1-2023-06-14 15.47.45,,
EE17_ST-23-3806_A1 - 2023-05-26 13.16.05,,
EE22_ST-23-3755_A1 - 2023-05-26 12.40.46,,
ET86_ST-23-6596-A1 - 2023-08-28 11.48.21,,
ES16_ST-23-6174_A-1-2023-08-17 14.24.01,,
ES24_ST-23-6062_A-1-2023-08-18 11.53.08,,
EQ21_ST-23-5831-A-1-SL1 - 2023-08-08 13.09.37,,
ER93_ST-23-6205_A-1-2023-08-15 15.06.45,,
EW17_ST-23-6710-A1 - 2023-09-07 16.26.28,,
EY52_ST-23-7207-A-1-SL1 - 2023-09-27 12.34.16,,
EY54_ST-23-7288_2023-09-28 ,,
EY56_ST-23-7304_2023-09-27,,
FC75_ST-23-8168,,
FC79_ST-23-8152,,
FE37_ST-23-8503,,
FA55_ST-23-7674-A-1-SL1-2023-09-29 12.19.23,,
FB51_SS-23-7903_A,,
EY87_ST-23-6995_2023-09-27 10.12.38,,
EZ22_ST-23-7251_2023-09-27,,
FE61_ST-23-8496_A1 - 2023-11-02 10.13.14,,
GE26_ST-24-2613_A-2 - 2024-04-05 13.33.07,,
GB04_ST-24-2125_A1 - 2024-03-20 14.59.46,,
GB05_ST-24-2126_A1 - 2024-03-20 15.02.12,,
GD09_ST-24-2273_A1 - 2024-03-29 11.58.00,,
FH82_ST-23-8995_A1 - 2023-11-22 09.11.25,,
FG17_ST-23-8748_A1 - 2023-11-15 09.45.29,,
FG61_SI-23-8707-A-3,,
FG97_ST-23-8858_A1 - 2023-11-15 10.26.05,,
FF57_ST-23-8582-A1,,
FF62_ST-23-8620-A1,,
FF64_ST-23-8623-A1,,
FF76_ST-23-8646-A1,,
FO62_ST-23-10190_A1 - 2024-01-09 11.57.41,,
FL39_ST-23-9681-SLIDE-A1,,
FN11_ST-23-8863-SLIDE-B1,,
FL73_SS-23-9561-A-1,,
FL97_ST-23-9717_A1 - 2023-12-20 12.26.14,,
FM47_SS-23-9781-A-1,,
FW05_ST-24-1227-A1_NP-24-4158-A1,,
FW12_ST-24-1016_A-1 - 2024-02-16 14.39.38,,
FX90_ST-24-1566_A1 - 2024-03-08 12.21.15,,
GA28_SS-24-1835_A-1 - 2024-03-15 11.21.37,,
AASV_PM_002,,
ABEE_PM_003,,
ABND_PM_001,,
ABND_PM_002,,
ABON_PM_002,,
ABON_PM_001,,
ACKE_PM_002,,
ACKJ_PM_003,,
ACKK_PM_002,,
ACKK_PM_003,,
ACME_PM_001,,
ACME_PM_002,,
ACME_PM_003,,
ACOD_PM_001,,
ACOM_PM_001,,
ACXF_PM_001,,
ACYW_PM_002,,
ACYX_PM_001,,
ACYX_PM_002,,
ACYY_PM_003,,
ADAM_PM_003,,
ADBF_PM_002,,
ADBK_PM_001,,
ADDX_PM_001,,
ADDX_PM_003,,
ADFZ_PM_001,,
U831_SS-19-2361_2019-05-01_19.35.18,,
V089_SS-19-3028,,
V918_SS-19-5483_40x_S60-2019-10-07-10-38-01,,
W413_SI-19-6763_40x_S60_2019-12-11_19.13.26,,
W382_ST-19-6695_20x_S60_2019-12-10_18.40.47,,
X083-SS-20-346-20x-S60,,
W121_SI-19-5976_40x_S60-2019-10-22-17-47-07,,
X026-ST-20-227-20x-S60,,
V964_SS-19-5584_40x_S60-2019-10-07-11-17-36,,
W631-SS-19-7407-40x-S60,,
W632-SI-19-7166-40x-S60,,
W365_ST-19-6596_40x_S60_2019-12-11_16.58.45,,
W551-SS-19-7157-40x-S60,,
V800_SS-19-5067_aCONS_SLR22_40x_S60-2019-10-04-18-24-00,,
V706_SS-19-4722_20x_XR,,
W918-SS-19-8152-40x-S60,,
X920_ST-20-2247_20x_XR,,
X922_ST-20-2259_20x_XR,,
X749-ST-20-1972-20x-S60,,
Y077_ST-20-2629_20x_XR,,
Y003_ST-20-2401_20x_XR,,
Y007_ST-20-2402_20x_XR,,
X568-SS-20-1565-20x-S60-2,,
X442_SS-20-1204-20x-S60-2,,
X455-SS-20-1121-20x-S60,,
X464-SS-20-1239-20x-S60,,
Y402_ST-20-2756_20x_S60,,
X847_ST-20-2172-20x-XR,,
Y083_ST-20-2591_HE_20x_S60-,,
Y124_ST-20-2664_20x_S60,,
Y188_ST-20-2785_20x_XR_R2---2020-07-13-10.48.47,,
Y700_ST-20-4072_20X,,
Y705_ST-20-4085_B1_20X,,
Y867_ST-20-4513,,
Y854_ST-20-4514_A-1,,
Y896_ST-20-4629_A1,,
Y973_ST-20-4719_A1,,
Z006_SS-20-4991_A1,,
Y597_ST-20-3780_20x_S60,,
Z222_SS-20-5300_A-1,,
Z638_SS-20-6425_A3,,
Z626_ST-20-6280_A1_40,,
Z430_ST-20-5839_A1,,
Z831_ST-20-6894_A1,,
AA28_ST-21-2997_A1_2,,
Z441_ST-20-5512_A1,,
Z930_SI-21-2751_A10,,
AE30_SS-21-3966_A1,,
AI60_ST-21-5004_A1,,
AK33_ST-21-5371_A19_,,
AI61_ST-21-5000_A1,,
AI65_ST-21-5102_A1,,
AF14_SS-21-4274_A1,,
AJ54_ST-21-5477_A1,,
AG88_ST-21-4754_A1,,
AG93_ST-21-4763_A1,,
AT52_ST-21-7476_A-1-SL1_-_2021-07-28_13.59.36,,
AO45_ST-21-6563_A1,,
AR85_SS-21-7252_A-1,,
AS74_ST-21-7325_A-1-SL1 - 2021-07-20 09.11.21,,
AW67_ST-21-8384_A1_-_2021-09-09_09.47.44,,
BB22_ST-21-7775_B1_-_2021-10-08_12.22.21,,
BB24_ST-21-9383_A1_-_2021-10-20_11.33.33,,
AV36_ST-21-8066_A1_-_2021-08-18_11.51.07,,
AV56_SB-21-7987_A-1FS-SL3 - 2021-08-25 09.53.22,,
BE34_ST-21-9833-A-1-SL10_-_2021-11-05_10.58.16,,
BC28_ST-21-9530_A1_2_-_2021-10-29_15.41.10,,
BC80_ST-21-9534_A7 - 2021-10-29 14.07.33,,
BD29_ST-21-9624_A1_2_-_2021-10-29_16.08.18,,
BM56_ST-22-148_A12,,
BQ88_ST-22-926_A12,,
BN34_ST-22-413_A1 - 2022-02-02 12.29.58,,
BZ62_ST-22-2614_A1,,
BY63_ST-22-1951_A1,,
BU64_ST-22-1807_A1 - 2022-04-04 16.15.08,,
BU93_ST-22-1850_A1,,
BT91_ST-22-1861_A1,,
BW44_ST-22-2042_A1,,
BX32_ST-22-2188_A1,,
CA60_ST-22-2699_A1,,
CB02_ST-22-3239_A1,,
BX42_ST-22-2171_A1 - 2022-04-20 13.13.52,,
BT51_ST-22-1737_A1,,
CG92_ST-22-4273_A1,,
CG23_ST-22-4164_A1,,
CD19_ST-22-3664_A1,,
CQ35_ST-22-5985_A1,,
CL36_ST-22-5072_A1,,
CJ85_ST-22-4829_A3,,
CR07_ST-22-6066_A1,,
CK52_ST-22-4704_A1,,
DF15_ST-22-8644-A1-2022-12-23_11.45.09,,
DI82_ST-22-9494_A1-2023-01-11_15.06.06,,
DF55_ST-22-8776-A1-2022-12-23_10.31.48,,
DF75_ST-22-8840-A1-2022-12-20_11.37.32,,
DH74_ST-22-9173-A1-2023-01-06_10.10.55,,
DH76_ST-22-9126-A1-2023-01-06_12.06.04,,
DD69_ST-22-8403_A1-2022-12-02_16.45.12,,
CU43_ST-22-6710_A1-20,,
CZ07_ST-22-7770_A1-20,,
CZ45_SI-22-7818_B2-20,,
DB40_SS-22-8149-A1-SL,,
DB60_SS-22-8141-A1-SL,,
DA04_ST-22-7870_A1-20,,
DD73_ST-22-8412_A1-2022-12-02_16.59.57,,
DH88_SI-22-9452-A-1-SL1,,
CV29_ST-22-7136_B1,,
DF18_ST-22-8650_A-1-2022-12-13_14.38.15,,
CV90_ST-22-7098_A1-20,,
DE10_ST-22-8397-A1_-_2022-12-08_14.10.56,,
DI79_ST-22-9415_A-1-2023-01-12_12.50.49,,
DM08_ST-23-556_A1-2023-02-09_13.51.23,,
DT18_ST-23-1759-A1-2023-03-23 14.23.02,,
DP68_ST-23-1168_A2-2023-03-07_15.01.57,,
DO45_ST-23-987-A1-2023-02-24_10.51.25,,
DO24_ST-23-898-A1-2023-02-16_15.57.29,,
DM45_SS-23-715_A-1-2023-02-08_14.25.33,,
DJ50_ST-23-10-A1 - 2023-01-19 12.03.26,,
DP50_ST-23-1236-A1-2023-02-27_12.42.40,,
DO56_ST-23-1041_A2_-2023-02-23_12.26.25,,
DT34_SI-23-1959_D-1-2023-03-24_11.00.51,,
DP33_SS-23-1271-A-1-SL1-2023-02-27_14.08.34,,
DP97_ST-23-1255-A1-2023-03-16_17.16.59,,
DR16_ST-23-1389_A1-2023-03-08_09.27.53,,
DR18_ST-23-1398_A-2-2023-03-07_14.28.40,,
DW35_ST-23-2395_A-1_-_2023-04-17_12.16.44,,
EB62_ST-23-3360_A1-2023-05-15_14.32.08,,
DY70_ST-23-3034-A1_-_2023-04-21_15.42.42,,
DX78_ST-23-2745-A-1-SL1_-_2023-04-21_15.54.14,,
DU50_ST-23-2037-A-1-SL1-2023-03-27_12.23.58,,
DY47_ST-23-2939_A1 - 2023-04-19 11.37.59,,
EL11_ST-23-5084_A6-2023-07-10 10.59.59,,
EL14_ST-23-5097_A1-2023-07-11 11.36.31,,
EI72_ST-23-4699-A1 - 2023-06-21 14.44.20,,
EH28_ST-23-4388-A1 - 2023-06-21 14.29.29,,
EL85_ST-23-5310_A1-2023-07-12 11.06.35,,
EL95_ST-23-5277_A1,,
EL43_SS-23-5338_A1-2023-07-14 13.46.38,,
EL99_ST-23-5264_A-1-2023-07-13 15.03.09,,
EO56_ST-23-5655_A1 - 2023-08-01 12.29.29,,
EJ71_ST-23-4925_A1 - 2023-07-12 12.11.22,,
EF60_ST-23-4128-A1 - 2023-06-06 14.19.35,,
EG19_ST-23-4038_A-1 - 2023-06-13 14.05.07,,
EV71_ST-23-6699-A1 - 2023-09-06 15.35.01,,
EI86_ST-23-4757_A1 - 2023-06-29 11.53.04,,
EU59_SS-23-6608-A1 - 2023-09-05 10.40.16,,
ER35_ST-23-6041_B-1-2023-08-15 11.24.05,,
ER43_ST-23-6061_A3-2023-08-15 11.55.55,,
EK09_ST-23-4884_A1 - 2023-06-29 12.09.18,,
ES22_ST-23-6270_A1-2023-08-17 14.47.26,,
EX52_SS-23-7041_A1 - 2023-09-25 08.13.33,,
EZ69_ST-23-7539_2023-09-29 10.24.08,,
FB82_ST-23-7939_A - 2023-10-10 16.43.42,,
FF53_ST-23-8579_A1 - 2023-11-02 10.40.44,,
FF98_ST-23-8729_A - 2023-11-09 10.21.43,,
FF99_ST-23-8733_A - 2023-11-09 10.23.40,,
EZ81_SS-23-7585_A1,,
FD58_ST-23-8307_A4 - 2023-11-02 12.54.16,,
FB18_ST-23-7889_A - 2023-10-05 09.23.30,,
FB21_ST-23-7749_A-2 - 2023-10-05 09.28.02,,
EZ42_ST-23-7290-A-1-SL1-2023-09-29 08.51.30,,
FC29_ST-23-8134,,
GB69_ST-24-2249_A1 - 2024-03-22 11.44.48,,
GD39_ST-24-2452_A1 - 2024-03-29 12.38.42,,
GA36_ST-24-1847_A1 - 2024-03-20 14.20.07,,
GE01_ST-24-2448_A-1 - 2024-04-03 09.42.18,,
GI34_ST-24-3324-A-1,,
GA37_ST-24-2035_A3 - 2024-03-20 15.48.29,,
GA55_ST-24-2037_A1 - 2024-03-20 14.44.26,,
FF67_ST-23-8627-A1,,
FI35_ST-23-9091_A1 - 2023-11-27 13.27.08,,
FK21_ST-23-9459_A1 - 2023-12-07 13.35.01,,
FJ25_SS-23-9171_A1 - 2023-12-08 07.34.04,,
FJ85_SS-23-9000_A1 - 2023-12-08 07.37.53,,
FL36_ST-23-9660-A1_HE,,
FP56_ST-24-112-SLIDE-A1,,
FN10_ST-23-9937-SLIDE-A1,,
FM44_ST-23-9798_A1 - 2023-12-22 10.28.21,,
FL18_ST-23-9665-SLIDE-A1,,
FM96_ST-23-9851-SLIDE-A1,,
FX09_ST-24-1283_A-1 - 2024-02-28 12.43.09,,
FT88_ST-24-781-A1,,
FT92_ST-24-830-A1,,
FU08_ST-24-787-A1,,
FT19_ST-24-651_A11 - 2024-02-16 12.26.28,,
FS71_ST-24-572-A1,,
FY47_ST-24-1651_A1 - 2024-03-06 11.22.51,,
AALS_PM_002,,
AAOZ_PM_002,,
AASH_PM_003,,
ABFK_PM_002,,
ABMP_PM_001,,
ABMW_PM_002,,
ABNA_PM_002,,
ACET_PM_003,,
ACJC_PM_003,,
ACJZ_PM_002,,
ACSR_PM_003,,
ACSV_PM_001,,
ACTU_PM_001,,
ACTU_PM_002,,
ACTU_PM_003,,
ACYV_PM_002,,
ACZC_PM_001,,
ACZK_PM_002,,
ADBI_PM_003,,
