train,val,test
ACIR_PM_003,Y973_ST-20-4719_A1,Y973_ST-20-4719_A1
ACMW_PM_001,,
ACMW_PM_002,,
ACMW_PM_003,,
ADDC_PM_002,,
ADDC_PM_003,,
ADDC_PM_001,,
ADDG_PM_003,,
ADFO_PM_001,,
ADFO_PM_002,,
ADFO_PM_003,,
U764_SS-19-2021__S19-4922-1C_2019-04-25_10.34.00,,
U958_SS-19-2579,,
V194_ST-19-3309-2019-07-05-10-59-37,,
V260_SI-19-3130_2019-06-27_16.57.53,,
V288_SS-19-3564_2019-06-27_16.59.49,,
V465_SI-19-3954_20x_S60_BF-2019-07-26-15-07-38,,
V466_SI-19-3778_20x_S60_BF-2019-07-26-15-11-18,,
W761-ST-19-7620-40x-S60,,
W622-SS-19-7402-40x-S60,,
W328_ST-19-6513_40x_S60_2019-12-11_16.16.21,,
W269_ST-19-6408_40x_S60_2019-12-11_14.52.39,,
W367_ST-19-6640_20x_S60_2019-12-10_18.22.25,,
W883-ST-19-8107-40x-S60,,
W945-ST-19-8159-20x-S60,,
W947-ST-19-8162-40x-S60,,
W950-SS-19-8150-40x-S60,,
X954_ST-20-2307-20x-XR,,
X617-ST-20-1491-20x-S60,,
X618-ST-20-1598-20x-S60,,
X715-SI-20-1837-2A-SL1-20x-S60,,
X649-SS-20-1722-20x-S60,,
X881-ST-20-2191-20x-XR-2---2020-05-20-09.27.49,,
X884-ST-20-2176-20x-XR,,
V313-SI-19-3474-aA-SL1-20x-XR,,
Y038_ST-20-2477_20x_XR,,
Y108_ST-20-2663_20x_XR,,
Y183_ST-20-2912_20x_XR - 2020-07-08 12.04.28,,
Y216_SI-20-2949_20x_XR---2020-07-13-10.53.43,,
Y217_ST-20-2985_20x_XR - 2020-07-08 12.33.57,,
Y132_ST-20-2630_20x_S60,,
Y455_ST-20-3520_20x_S60,,
Y795_ST-20-4320,,
Y963_SI-20-4659_B-6,,
Z063_ST-20-4984_A1,,
Z218_ST-20-5314_A1,,
Z312_ST-20-5478_A1,,
Z328_ST-20-5477_A1,,
Z529_ST-20-5836_A1,,
Z713_ST-20-6592_A1,,
AA03_ST-21-3098_A1,,
Z903_ST-21-2781_A1,,
Z848_SS-20-7003_A1,,
AB06_ST-21-3188_A1,,
AC32_ST-21-3381_A2_2,,
AA42_ST-20-6587,,
AB34_ST-21-3282_A1,,
AL05_SS-21-5726_A1,,
AT54_ST-21-7514_A1_-_2021-07-28_14.44.47,,
AO42_ST-21-6553_A1_-_2021-06-23_14.08.47,,
AR56_SB-21-7027_A-3_-_2021-07-15_10.53.54,,
AQ65_SS-21-6865_A1_-_2021-07-13_13.29.38,,
AO05_ST-21-6303_B-1,,
AP85-ST-21-6939_A1,,
BA30_ST-21-9068_A1_2_-_2021-10-05_13.15.03,,
AV47_ST-21-7968_A-2-SL1_-_2021-08-20_09.54.08,,
BG28_ST-21-10406_A1_-_2021-11-29_16.32.55,,
BK49_ST-21-11339_A1,,
BK67_SS-21-11147_A1,,
BJ81_ST-21-11204_A1 - 2021-12-29 14.59.28,,
BC52_SB-21-9482_A-1_-_2021-10-22_13.36.15,,
BO51_ST-22-709_A12,,
BO68_ST-22-610_A1 - 2022-02-15 13.49.54,,
BO78_ST-22-698_A2 - 2022-02-18 11.01.02,,
BS12_ST-22-1398_A1 - 2022-03-14 12.22.13,,
BZ61_ST-22-2611_A2,,
BV78_ST-22-2000_A1 - 2022-04-07 09.32.11,,
CA75_ST-22-2829_A1,,
BX76_ST-22-2213_A1_-_2022-04-21_09.56.32,,
BT24_SS-22-1508_A1,,
BR72_ST-22-1213_A1 - 2022-03-14 14.12.27,,
CG62_ST-22-4158_A2,,
CH25_ST-22-4320_A1,,
CD05_ST-22-3345_A-1 - 2022-05-24 12.51.31,,
CI60_SI-22-4523_A1,,
CE48_ST-22-3811_A1,,
CO28_ST-22-5597_A1-20,,
CR32_ST-22-6142_A1-2022-09-07 14.29.45,,
CQ34_ST-22-5991_A1,,
CT15_SS-22-6627_A1-20,,
CK33_ST-22-4882_A1,,
DF83_ST-22-8846-A-1-2022-12-20_11.48.15,,
DF51_ST-22-8729-A2-2022-12-23_10.30.06,,
DF52_ST-22-8665-A-1-SL1-2022-12-22_13.17.18,,
DI64_ST-22-9384_A-1-2023-01-12_14.16.06,,
DG47_ST-22-8895_A1-2022-12-27_10.30.44,,
CX31_ST-22-7322_A1-20,,
CX35_ST-22-7305_A1-20,,
DC96_ST-22-8177-A-1-SL1-2022-12-08_13.30.39,,
DD32_ST-22-8278_A-1-2022-12-02_12.28.53,,
DH58_ST-22-9165_A1-2023-01-09_13.55.08,,
DC71_SS-22-8469_A-1-2022-12-02_15.02.00,,
DB03_SI-22-8089_B1-20,,
CZ04_ST-22-7781_A1-20,,
CY37_SS-22-7433_A1,,
DA42_SS-22-8060_A1-20,,
CX93_ST-22-7488_A1-20,,
CU55_ST-22-6869_A1-20,,
DB39_SI-22-8046-E-1-S,,
CV32_ST-22-7143_B1,,
CV33_ST-22-7128_A1,,
CX55_ST-22-7549_A2-2022-11-01 14.13.28,,
DF24_ST-22-8745_A1-2022-12-13_15.10.01,,
DC94_ST-22-821-A1-2022-12-09_12.28.15,,
DI68_ST-22-9382_A1_-_2023-01-12_14.36.41,,
DA78_ST-22-8045_A1-20,,
CW44_ST-22-7238_A2-20,,
DL94_ST-23-514-A1-2023-02-01_14.19.03,,
DJ57_ST-23-32-A1-2023-01-19_11.38.16,,
DL91_ST-23-505-A1-2023-02-01_12.57.06,,
DO07_SB-23-911-C-1-SL1-2023-02-16_16.15.00,,
DU12_ST-23-1508-A-1-SL1-2023-03-31_11.58.13,,
DV20_SS-23-9387_C20,,
DO51_ST-23-1001_A1-2023-02-23_12.29.14,,
DO30_ST-23-945-A1-2023-02-17_12.20.41,,
DR19_ST-23-1444_A1-2023-03-07_14.32.58,,
DR24_ST-23-1517_A1-2023-03-07_13.51.34,,
DX31_ST-23-2669-A1_-_2023-04-13_14.42.59,,
DU96_ST-23-2206-A-2-2023-04-03_14.10.47,,
DU97_ST-22-9306-A-1-2023-03-29_13.47.35,,
EA52_ST-23-3303-A1_-_2023-05-08_15.36.34,,
EB45_ST-23-3393-A1 - 2023-05-10 14.57.05,,
DV75_ST-23-2327_A-1-2023-04-03 14.44.03,,
DZ38_ST-23-3006-A1_-_2023-04-24_12.21.17,,
EA19_ST-23-3261-A1 - 2023-05-09 11.09.53,,
EL50_ST-23-5004_A-1-2023-07-13 13.42.30,,
EM02_ST-23-4157_B-1-2023-07-13 14.15.22,,
EH73_ST-23-4589-A1-2023-06-14 15.43.05,,
EH74_ST-23-4595-A1-2023-06-14 15.47.45,,
EE17_ST-23-3806_A1 - 2023-05-26 13.16.05,,
EE22_ST-23-3755_A1 - 2023-05-26 12.40.46,,
ET86_ST-23-6596-A1 - 2023-08-28 11.48.21,,
ES16_ST-23-6174_A-1-2023-08-17 14.24.01,,
ES24_ST-23-6062_A-1-2023-08-18 11.53.08,,
EQ21_ST-23-5831-A-1-SL1 - 2023-08-08 13.09.37,,
EQ22_ST-23-5854-A-1-SL1 - 2023-08-08 13.11.23,,
ER93_ST-23-6205_A-1-2023-08-15 15.06.45,,
EW17_ST-23-6710-A1 - 2023-09-07 16.26.28,,
EY52_ST-23-7207-A-1-SL1 - 2023-09-27 12.34.16,,
EY54_ST-23-7288_2023-09-28 ,,
EY56_ST-23-7304_2023-09-27,,
FC75_ST-23-8168,,
FC79_ST-23-8152,,
FE37_ST-23-8503,,
FA19_ST-23-7576-A-1-SL1-2023-09-29 11.41.53,,
FA55_ST-23-7674-A-1-SL1-2023-09-29 12.19.23,,
EY87_ST-23-6995_2023-09-27 10.12.38,,
EZ22_ST-23-7251_2023-09-27,,
FE57_ST-23-8487_B1 - 2023-11-02 10.08.05,,
GE26_ST-24-2613_A-2 - 2024-04-05 13.33.07,,
GB04_ST-24-2125_A1 - 2024-03-20 14.59.46,,
GD09_ST-24-2273_A1 - 2024-03-29 11.58.00,,
FH82_ST-23-8995_A1 - 2023-11-22 09.11.25,,
FG17_ST-23-8748_A1 - 2023-11-15 09.45.29,,
FG61_SI-23-8707-A-3,,
FG97_ST-23-8858_A1 - 2023-11-15 10.26.05,,
FJ68_ST-23-9406_A1 - 2023-11-30 12.17.16,,
FF57_ST-23-8582-A1,,
FF62_ST-23-8620-A1,,
FF64_ST-23-8623-A1,,
FF76_ST-23-8646-A1,,
FQ12_ST-24-171-A - 2024-01-19 17.32.17,,
FL73_SS-23-9561-A-1,,
FL97_ST-23-9717_A1 - 2023-12-20 12.26.14,,
FM47_SS-23-9781-A-1,,
FW05_ST-24-1227-A1_NP-24-4158-A1,,
FW12_ST-24-1016_A-1 - 2024-02-16 14.39.38,,
FX90_ST-24-1566_A1 - 2024-03-08 12.21.15,,
GA28_SS-24-1835_A-1 - 2024-03-15 11.21.37,,
AALU_PM_002,,
AASV_PM_002,,
AAVO_PM_003,,
ABEE_PM_003,,
ABON_PM_002,,
ABON_PM_001,,
ACJM_PM_002,,
ACJM_PM_003,,
ACKJ_PM_003,,
ACKK_PM_002,,
ACKK_PM_003,,
ACME_PM_001,,
ACME_PM_002,,
ACME_PM_003,,
ACOD_PM_001,,
ACOM_PM_001,,
ACYW_PM_002,,
ACYX_PM_001,,
ACYX_PM_002,,
ADAM_PM_003,,
ADBK_PM_001,,
ADDX_PM_001,,
ADDX_PM_003,,
ADEG_PM_002,,
ADEG_PM_003,,
ADFZ_PM_001,,
U831_SS-19-2361_2019-05-01_19.35.18,,
V089_SS-19-3028,,
V918_SS-19-5483_40x_S60-2019-10-07-10-38-01,,
W413_SI-19-6763_40x_S60_2019-12-11_19.13.26,,
W382_ST-19-6695_20x_S60_2019-12-10_18.40.47,,
W121_SI-19-5976_40x_S60-2019-10-22-17-47-07,,
X026-ST-20-227-20x-S60,,
V964_SS-19-5584_40x_S60-2019-10-07-11-17-36,,
W631-SS-19-7407-40x-S60,,
W632-SI-19-7166-40x-S60,,
W365_ST-19-6596_40x_S60_2019-12-11_16.58.45,,
W551-SS-19-7157-40x-S60,,
V800_SS-19-5067_aCONS_SLR22_40x_S60-2019-10-04-18-24-00,,
V818_SI-19-5014_3FS1_SL1_40x_S60-2019-10-04-20-10-40,,
V706_SS-19-4722_20x_XR,,
W879-SI-19-8145-40x-S60,,
W918-SS-19-8152-40x-S60,,
X955_ST-20-2304-20x-XR,,
X922_ST-20-2259_20x_XR,,
X616-ST-20-1405-20x-S60,,
X749-ST-20-1972-20x-S60,,
Y077_ST-20-2629_20x_XR,,
Y007_ST-20-2402_20x_XR,,
X568-SS-20-1565-20x-S60-2,,
X442_SS-20-1204-20x-S60-2,,
X455-SS-20-1121-20x-S60,,
X464-SS-20-1239-20x-S60,,
Y402_ST-20-2756_20x_S60,,
X847_ST-20-2172-20x-XR,,
Y083_ST-20-2591_HE_20x_S60-,,
Y124_ST-20-2664_20x_S60,,
Y105_SS-20-2780_20x_XR,,
Y188_ST-20-2785_20x_XR_R2---2020-07-13-10.48.47,,
Y700_ST-20-4072_20X,,
Y704_ST-20-4109_20X,,
Y705_ST-20-4085_B1_20X,,
Y854_ST-20-4514_A-1,,
Y896_ST-20-4629_A1,,
Z100_SS-20-5005_A1,,
Y597_ST-20-3780_20x_S60,,
Z222_SS-20-5300_A-1,,
Z638_SS-20-6425_A3,,
Z430_ST-20-5839_A1,,
Z435_ST-20-5834_A1_2,,
Z752_ST-20-6593_A-1,,
Z831_ST-20-6894_A1,,
AA28_ST-21-2997_A1_2,,
Z930_SI-21-2751_A10,,
AF87_SS-21-4421_B5,,
AE99_ST-21-4266_A1,,
AF14_SS-21-4274_A1,,
AJ54_ST-21-5477_A1,,
AG88_ST-21-4754_A1,,
AG93_ST-21-4763_A1,,
AT52_ST-21-7476_A-1-SL1_-_2021-07-28_13.59.36,,
AO45_ST-21-6563_A1,,
AR85_SS-21-7252_A-1,,
AS74_ST-21-7325_A-1-SL1 - 2021-07-20 09.11.21,,
AX76_SS-21-8466_A-1_-_2021-09-09_11.55.38,,
BB22_ST-21-7775_B1_-_2021-10-08_12.22.21,,
BB24_ST-21-9383_A1_-_2021-10-20_11.33.33,,
AV36_ST-21-8066_A1_-_2021-08-18_11.51.07,,
AV56_SB-21-7987_A-1FS-SL3 - 2021-08-25 09.53.22,,
BD68_ST-21-9889_A1_-_2021-11-02_10.03.02,,
BC80_ST-21-9534_A7 - 2021-10-29 14.07.33,,
BD29_ST-21-9624_A1_2_-_2021-10-29_16.08.18,,
BM56_ST-22-148_A12,,
BQ88_ST-22-926_A12,,
BN34_ST-22-413_A1 - 2022-02-02 12.29.58,,
BZ62_ST-22-2614_A1,,
BY63_ST-22-1951_A1,,
BU64_ST-22-1807_A1 - 2022-04-04 16.15.08,,
BU93_ST-22-1850_A1,,
BT91_ST-22-1861_A1,,
BW44_ST-22-2042_A1,,
BX27_ST-22-2160_A1,,
BX32_ST-22-2188_A1,,
CA32_SS-22-2951_A1,,
CA60_ST-22-2699_A1,,
CB02_ST-22-3239_A1,,
BX42_ST-22-2171_A1 - 2022-04-20 13.13.52,,
BT51_ST-22-1737_A1,,
CG92_ST-22-4273_A1,,
CE80_ST-22-3905_A1,,
CD19_ST-22-3664_A1,,
CQ35_ST-22-5985_A1,,
CJ85_ST-22-4829_A3,,
CR07_ST-22-6066_A1,,
CL82_ST-22-4721_A3,,
CL89_ST-22-4871_A1,,
CP75_ST-22-5871_A1 - 2022-08-30 11.42.51,,
CK52_ST-22-4704_A1,,
DE43_ST-22-8462_A1_-_2022-12-08_09.38.48,,
DF15_ST-22-8644-A1-2022-12-23_11.45.09,,
DI82_ST-22-9494_A1-2023-01-11_15.06.06,,
DF75_ST-22-8840-A1-2022-12-20_11.37.32,,
CX45_ST-22-7360_A1-2022-11-01_15.04.09,,
DD69_ST-22-8403_A1-2022-12-02_16.45.12,,
CU43_ST-22-6710_A1-20,,
CZ07_ST-22-7770_A1-20,,
CZ45_SI-22-7818_B2-20,,
CY95_SI-22-7500_D1-20,,
DB40_SS-22-8149-A1-SL,,
DA07_ST-22-7904_A1-20,,
DD73_ST-22-8412_A1-2022-12-02_16.59.57,,
DH88_SI-22-9452-A-1-SL1,,
CU86_ST-22-7001_A1,,
CV29_ST-22-7136_B1,,
DF18_ST-22-8650_A-1-2022-12-13_14.38.15,,
CV90_ST-22-7098_A1-20,,
DF19_ST-22-8622_A1-2022-12-13_14.44.34,,
DE10_ST-22-8397-A1_-_2022-12-08_14.10.56,,
DI79_ST-22-9415_A-1-2023-01-12_12.50.49,,
DM08_ST-23-556_A1-2023-02-09_13.51.23,,
DT78_ST-23-1874-A1-2023-03-24_09.23.36,,
DT18_ST-23-1759-A1-2023-03-23 14.23.02,,
DP68_ST-23-1168_A2-2023-03-07_15.01.57,,
DS25_ST-23-1554-A1-2023-03-16_14.32.37,,
DO45_ST-23-987-A1-2023-02-24_10.51.25,,
DM45_SS-23-715_A-1-2023-02-08_14.25.33,,
DO56_ST-23-1041_A2_-2023-02-23_12.26.25,,
DT34_SI-23-1959_D-1-2023-03-24_11.00.51,,
DP33_SS-23-1271-A-1-SL1-2023-02-27_14.08.34,,
DP97_ST-23-1255-A1-2023-03-16_17.16.59,,
DR16_ST-23-1389_A1-2023-03-08_09.27.53,,
DR18_ST-23-1398_A-2-2023-03-07_14.28.40,,
DW35_ST-23-2395_A-1_-_2023-04-17_12.16.44,,
EB62_ST-23-3360_A1-2023-05-15_14.32.08,,
DW53_ST-23-2457_A-1_-_2023-04-17_12.11.20,,
EA86_ST-23-3214_A1-2023-05-04 12.30.43,,
DY70_ST-23-3034-A1_-_2023-04-21_15.42.42,,
DX78_ST-23-2745-A-1-SL1_-_2023-04-21_15.54.14,,
DU50_ST-23-2037-A-1-SL1-2023-03-27_12.23.58,,
EL11_ST-23-5084_A6-2023-07-10 10.59.59,,
EL14_ST-23-5097_A1-2023-07-11 11.36.31,,
EI72_ST-23-4699-A1 - 2023-06-21 14.44.20,,
EN89_ST-23-5607-A1 - 2023-07-25 15.30.25,,
EL85_ST-23-5310_A1-2023-07-12 11.06.35,,
EL95_ST-23-5277_A1,,
EL43_SS-23-5338_A1-2023-07-14 13.46.38,,
EJ71_ST-23-4925_A1 - 2023-07-12 12.11.22,,
EF60_ST-23-4128-A1 - 2023-06-06 14.19.35,,
EG19_ST-23-4038_A-1 - 2023-06-13 14.05.07,,
EI86_ST-23-4757_A1 - 2023-06-29 11.53.04,,
EU59_SS-23-6608-A1 - 2023-09-05 10.40.16,,
ER35_ST-23-6041_B-1-2023-08-15 11.24.05,,
ER43_ST-23-6061_A3-2023-08-15 11.55.55,,
EK09_ST-23-4884_A1 - 2023-06-29 12.09.18,,
ES22_ST-23-6270_A1-2023-08-17 14.47.26,,
EX52_SS-23-7041_A1 - 2023-09-25 08.13.33,,
EZ69_ST-23-7539_2023-09-29 10.24.08,,
FB82_ST-23-7939_A - 2023-10-10 16.43.42,,
FF53_ST-23-8579_A1 - 2023-11-02 10.40.44,,
FF99_ST-23-8733_A - 2023-11-09 10.23.40,,
EZ81_SS-23-7585_A1,,
FB18_ST-23-7889_A - 2023-10-05 09.23.30,,
FB21_ST-23-7749_A-2 - 2023-10-05 09.28.02,,
FC03_ST-23-8041_A2 - 2023-10-13 14.12.13,,
FC29_ST-23-8134,,
GB69_ST-24-2249_A1 - 2024-03-22 11.44.48,,
GB73_ST-24-2118_A-1 - 2024-03-22 14.42.11,,
GD37_ST-24-2450_A2 - 2024-03-29 12.33.49,,
GD39_ST-24-2452_A1 - 2024-03-29 12.38.42,,
GD96_ST-24-2680_A1 - 2024-04-03 09.31.52,,
GA36_ST-24-1847_A1 - 2024-03-20 14.20.07,,
GI34_ST-24-3324-A-1,,
GA37_ST-24-2035_A3 - 2024-03-20 15.48.29,,
GA55_ST-24-2037_A1 - 2024-03-20 14.44.26,,
FF67_ST-23-8627-A1,,
FF66_ST-23-8626-A1,,
FG94_ST-23-8854_A1 - 2023-11-15 10.22.39,,
FI34_ST-23-9090_A1 - 2023-11-27 13.23.34,,
FK21_ST-23-9459_A1 - 2023-12-07 13.35.01,,
FJ25_SS-23-9171_A1 - 2023-12-08 07.34.04,,
FL36_ST-23-9660-A1_HE,,
FM21_ST-23-9749-A-1,,
FN10_ST-23-9937-SLIDE-A1,,
FM44_ST-23-9798_A1 - 2023-12-22 10.28.21,,
FM96_ST-23-9851-SLIDE-A1,,
FU57_SI-24-487-A-2,,
FX09_ST-24-1283_A-1 - 2024-02-28 12.43.09,,
FT88_ST-24-781-A1,,
FT92_ST-24-830-A1,,
FU08_ST-24-787-A1,,
FT19_ST-24-651_A11 - 2024-02-16 12.26.28,,
FU12_ST-24-791-A1,,
FS71_ST-24-572-A1,,
FY47_ST-24-1651_A1 - 2024-03-06 11.22.51,,
AALS_PM_002,,
AAOZ_PM_002,,
ABMP_PM_001,,
ABMW_PM_002,,
ABOC_PM_001,,
ABOC_PM_002,,
ABOC_PM_003,,
ACET_PM_003,,
ACJC_PM_003,,
ACJZ_PM_002,,
ACSR_PM_003,,
ACSV_PM_001,,
ACTU_PM_001,,
ACTU_PM_002,,
ACTU_PM_003,,
ACYV_PM_002,,
ACZC_PM_001,,
ACZK_PM_002,,
ADBI_PM_003,,
ADCY_PM_001,,
ADCY_PM_003,,
ADCY_PM_002,,
