train,val,test
FF62_ST-23-8620-A1,,
FF76_ST-23-8646-A1,,
FQ92_ST-24-200_A-1 - 2024-02-02 14.10.21,,
FO62_ST-23-10190_A1 - 2024-01-09 11.57.41,,
FL39_ST-23-9681-SLIDE-A1,,
FN11_ST-23-8863-SLIDE-B1,,
FQ12_ST-24-171-A - 2024-01-19 17.32.17,,
FL73_SS-23-9561-A-1,,
FL97_ST-23-9717_A1 - 2023-12-20 12.26.14,,
FW05_ST-24-1227-A1_NP-24-4158-A1,,
FW12_ST-24-1016_A-1 - 2024-02-16 14.39.38,,
FX90_ST-24-1566_A1 - 2024-03-08 12.21.15,,
AALU_PM_002,,
AAVO_PM_003,,
ABND_PM_001,,
ABND_PM_002,,
ABON_PM_002,,
ABON_PM_001,,
ACJM_PM_002,,
ACJM_PM_003,,
ACKE_PM_002,,
ACKJ_PM_003,,
ACKK_PM_002,,
ACKK_PM_003,,
ACOM_PM_001,,
ACPM_PM_001,,
ACPM_PM_003,,
ACUV_PM_002,,
ACXF_PM_001,,
ACYW_PM_002,,
ACYX_PM_001,,
ACYX_PM_002,,
ACYY_PM_003,,
ADAM_PM_003,,
ADBK_PM_001,,
ADDX_PM_001,,
ADDX_PM_003,,
ADEG_PM_002,,
ADEG_PM_003,,
ADFZ_PM_001,,
U831_SS-19-2361_2019-05-01_19.35.18,,
V089_SS-19-3028,,
W703-SS-19-7660-40x-S60,,
V918_SS-19-5483_40x_S60-2019-10-07-10-38-01,,
W413_SI-19-6763_40x_S60_2019-12-11_19.13.26,,
W382_ST-19-6695_20x_S60_2019-12-10_18.40.47,,
X083-SS-20-346-20x-S60,,
X026-ST-20-227-20x-S60,,
V964_SS-19-5584_40x_S60-2019-10-07-11-17-36,,
W631-SS-19-7407-40x-S60,,
W632-SI-19-7166-40x-S60,,
W365_ST-19-6596_40x_S60_2019-12-11_16.58.45,,
V800_SS-19-5067_aCONS_SLR22_40x_S60-2019-10-04-18-24-00,,
V818_SI-19-5014_3FS1_SL1_40x_S60-2019-10-04-20-10-40,,
W879-SI-19-8145-40x-S60,,
W918-SS-19-8152-40x-S60,,
X920_ST-20-2247_20x_XR,,
X922_ST-20-2259_20x_XR,,
X616-ST-20-1405-20x-S60,,
X749-ST-20-1972-20x-S60,,
X568-SS-20-1565-20x-S60-2,,
X442_SS-20-1204-20x-S60-2,,
X455-SS-20-1121-20x-S60,,
X464-SS-20-1239-20x-S60,,
Y402_ST-20-2756_20x_S60,,
Y083_ST-20-2591_HE_20x_S60-,,
Y124_ST-20-2664_20x_S60,,
Y105_SS-20-2780_20x_XR,,
Y188_ST-20-2785_20x_XR_R2---2020-07-13-10.48.47,,
Y700_ST-20-4072_20X,,
Y704_ST-20-4109_20X,,
Y705_ST-20-4085_B1_20X,,
Y854_ST-20-4514_A-1,,
Y896_ST-20-4629_A1,,
Z100_SS-20-5005_A1,,
Z006_SS-20-4991_A1,,
Y597_ST-20-3780_20x_S60,,
Z334_SI-20-5636_A3,,
Z222_SS-20-5300_A-1,,
Z638_SS-20-6425_A3,,
Z626_ST-20-6280_A1_40,,
Z430_ST-20-5839_A1,,
Z831_ST-20-6894_A1,,
AA28_ST-21-2997_A1_2,,
Z930_SI-21-2751_A10,,
AE30_SS-21-3966_A1,,
AK33_ST-21-5371_A19_,,
AI61_ST-21-5000_A1,,
AI65_ST-21-5102_A1,,
AF87_SS-21-4421_B5,,
AF14_SS-21-4274_A1,,
AJ54_ST-21-5477_A1,,
AG88_ST-21-4754_A1,,
AG93_ST-21-4763_A1,,
AT52_ST-21-7476_A-1-SL1_-_2021-07-28_13.59.36,,
AO45_ST-21-6563_A1,,
AR85_SS-21-7252_A-1,,
AS74_ST-21-7325_A-1-SL1 - 2021-07-20 09.11.21,,
AW62_ST-21-8408_A1_-_2021-09-09_09.01.48,,
AW67_ST-21-8384_A1_-_2021-09-09_09.47.44,,
AX76_SS-21-8466_A-1_-_2021-09-09_11.55.38,,
BB22_ST-21-7775_B1_-_2021-10-08_12.22.21,,
BB24_ST-21-9383_A1_-_2021-10-20_11.33.33,,
AV36_ST-21-8066_A1_-_2021-08-18_11.51.07,,
AV56_SB-21-7987_A-1FS-SL3 - 2021-08-25 09.53.22,,
BD68_ST-21-9889_A1_-_2021-11-02_10.03.02,,
BC28_ST-21-9530_A1_2_-_2021-10-29_15.41.10,,
BD29_ST-21-9624_A1_2_-_2021-10-29_16.08.18,,
BM56_ST-22-148_A12,,
BR41_SS-22-1146_A1,,
BZ62_ST-22-2614_A1,,
BT91_ST-22-1861_A1,,
BW44_ST-22-2042_A1,,
BX32_ST-22-2188_A1,,
CA32_SS-22-2951_A1,,
CB02_ST-22-3239_A1,,
BX42_ST-22-2171_A1 - 2022-04-20 13.13.52,,
BT51_ST-22-1737_A1,,
CG92_ST-22-4273_A1,,
CE80_ST-22-3905_A1,,
CE97_SS-22-3844_A1,,
CG23_ST-22-4164_A1,,
CD19_ST-22-3664_A1,,
CQ35_ST-22-5985_A1,,
CJ85_ST-22-4829_A3,,
CR07_ST-22-6066_A1,,
CL82_ST-22-4721_A3,,
CL89_ST-22-4871_A1,,
CP75_ST-22-5871_A1 - 2022-08-30 11.42.51,,
CK52_ST-22-4704_A1,,
DE43_ST-22-8462_A1_-_2022-12-08_09.38.48,,
DF15_ST-22-8644-A1-2022-12-23_11.45.09,,
DI82_ST-22-9494_A1-2023-01-11_15.06.06,,
DF75_ST-22-8840-A1-2022-12-20_11.37.32,,
CX45_ST-22-7360_A1-2022-11-01_15.04.09,,
DH74_ST-22-9173-A1-2023-01-06_10.10.55,,
DH76_ST-22-9126-A1-2023-01-06_12.06.04,,
DD69_ST-22-8403_A1-2022-12-02_16.45.12,,
CZ45_SI-22-7818_B2-20,,
DB40_SS-22-8149-A1-SL,,
DB60_SS-22-8141-A1-SL,,
DA04_ST-22-7870_A1-20,,
DA07_ST-22-7904_A1-20,,
DD73_ST-22-8412_A1-2022-12-02_16.59.57,,
DH88_SI-22-9452-A-1-SL1,,
CU85_ST-22-6983_A1,,
CU86_ST-22-7001_A1,,
CV29_ST-22-7136_B1,,
DF18_ST-22-8650_A-1-2022-12-13_14.38.15,,
CV90_ST-22-7098_A1-20,,
DF19_ST-22-8622_A1-2022-12-13_14.44.34,,
DE10_ST-22-8397-A1_-_2022-12-08_14.10.56,,
DM08_ST-23-556_A1-2023-02-09_13.51.23,,
DT78_ST-23-1874-A1-2023-03-24_09.23.36,,
DT18_ST-23-1759-A1-2023-03-23 14.23.02,,
DS25_ST-23-1554-A1-2023-03-16_14.32.37,,
DJ50_ST-23-10-A1 - 2023-01-19 12.03.26,,
DP50_ST-23-1236-A1-2023-02-27_12.42.40,,
DO56_ST-23-1041_A2_-2023-02-23_12.26.25,,
DP33_SS-23-1271-A-1-SL1-2023-02-27_14.08.34,,
DP97_ST-23-1255-A1-2023-03-16_17.16.59,,
DR16_ST-23-1389_A1-2023-03-08_09.27.53,,
DR18_ST-23-1398_A-2-2023-03-07_14.28.40,,
DW35_ST-23-2395_A-1_-_2023-04-17_12.16.44,,
DW53_ST-23-2457_A-1_-_2023-04-17_12.11.20,,
DY70_ST-23-3034-A1_-_2023-04-21_15.42.42,,
DX78_ST-23-2745-A-1-SL1_-_2023-04-21_15.54.14,,
DU50_ST-23-2037-A-1-SL1-2023-03-27_12.23.58,,
DY47_ST-23-2939_A1 - 2023-04-19 11.37.59,,
EL11_ST-23-5084_A6-2023-07-10 10.59.59,,
EL14_ST-23-5097_A1-2023-07-11 11.36.31,,
EH28_ST-23-4388-A1 - 2023-06-21 14.29.29,,
EN89_ST-23-5607-A1 - 2023-07-25 15.30.25,,
EL85_ST-23-5310_A1-2023-07-12 11.06.35,,
EL95_ST-23-5277_A1,,
EL43_SS-23-5338_A1-2023-07-14 13.46.38,,
EL99_ST-23-5264_A-1-2023-07-13 15.03.09,,
EO56_ST-23-5655_A1 - 2023-08-01 12.29.29,,
EJ71_ST-23-4925_A1 - 2023-07-12 12.11.22,,
EG19_ST-23-4038_A-1 - 2023-06-13 14.05.07,,
EV61_ST-23-6725-A1 - 2023-09-06 15.26.40,,
EV71_ST-23-6699-A1 - 2023-09-06 15.35.01,,
EI86_ST-23-4757_A1 - 2023-06-29 11.53.04,,
EU59_SS-23-6608-A1 - 2023-09-05 10.40.16,,
ER35_ST-23-6041_B-1-2023-08-15 11.24.05,,
ER43_ST-23-6061_A3-2023-08-15 11.55.55,,
ES22_ST-23-6270_A1-2023-08-17 14.47.26,,
EX52_SS-23-7041_A1 - 2023-09-25 08.13.33,,
EZ69_ST-23-7539_2023-09-29 10.24.08,,
FB82_ST-23-7939_A - 2023-10-10 16.43.42,,
FF53_ST-23-8579_A1 - 2023-11-02 10.40.44,,
FF98_ST-23-8729_A - 2023-11-09 10.21.43,,
FF99_ST-23-8733_A - 2023-11-09 10.23.40,,
FD58_ST-23-8307_A4 - 2023-11-02 12.54.16,,
FB21_ST-23-7749_A-2 - 2023-10-05 09.28.02,,
EZ42_ST-23-7290-A-1-SL1-2023-09-29 08.51.30,,
FC03_ST-23-8041_A2 - 2023-10-13 14.12.13,,
GB69_ST-24-2249_A1 - 2024-03-22 11.44.48,,
GB73_ST-24-2118_A-1 - 2024-03-22 14.42.11,,
GD37_ST-24-2450_A2 - 2024-03-29 12.33.49,,
GD39_ST-24-2452_A1 - 2024-03-29 12.38.42,,
GD96_ST-24-2680_A1 - 2024-04-03 09.31.52,,
GA36_ST-24-1847_A1 - 2024-03-20 14.20.07,,
GE01_ST-24-2448_A-1 - 2024-04-03 09.42.18,,
GA37_ST-24-2035_A3 - 2024-03-20 15.48.29,,
GA55_ST-24-2037_A1 - 2024-03-20 14.44.26,,
FF66_ST-23-8626-A1,,
FG94_ST-23-8854_A1 - 2023-11-15 10.22.39,,
FI34_ST-23-9090_A1 - 2023-11-27 13.23.34,,
FI35_ST-23-9091_A1 - 2023-11-27 13.27.08,,
FK21_ST-23-9459_A1 - 2023-12-07 13.35.01,,
FJ25_SS-23-9171_A1 - 2023-12-08 07.34.04,,
FJ85_SS-23-9000_A1 - 2023-12-08 07.37.53,,
FL36_ST-23-9660-A1_HE,,
FM21_ST-23-9749-A-1,,
FP56_ST-24-112-SLIDE-A1,,
FN10_ST-23-9937-SLIDE-A1,,
FM44_ST-23-9798_A1 - 2023-12-22 10.28.21,,
FL18_ST-23-9665-SLIDE-A1,,
FM96_ST-23-9851-SLIDE-A1,,
FU57_SI-24-487-A-2,,
FX09_ST-24-1283_A-1 - 2024-02-28 12.43.09,,
FT88_ST-24-781-A1,,
FT92_ST-24-830-A1,,
FT19_ST-24-651_A11 - 2024-02-16 12.26.28,,
FY39_ST-24-1559_A1 - 2024-03-06 11.10.39,,
FS71_ST-24-572-A1,,
FY47_ST-24-1651_A1 - 2024-03-06 11.22.51,,
AALS_PM_002,,
AAOZ_PM_002,,
AASH_PM_003,,
ABFK_PM_002,,
ABMP_PM_001,,
ABMW_PM_002,,
ABNA_PM_002,,
ACJC_PM_003,,
ACSR_PM_003,,
ACSV_PM_001,,
ACTU_PM_001,,
ACTU_PM_002,,
ACTU_PM_003,,
ACYV_PM_002,,
ACZC_PM_001,,
ACZK_PM_002,,
ADBI_PM_003,,
ADCY_PM_001,,
ADCY_PM_003,,
ADCY_PM_002,,
