train,val,test
ACUB_PM_003,ABOC_PM_003,ABOC_PM_003
ADDC_PM_002,,
ADDC_PM_003,,
ADDC_PM_001,,
ADDG_PM_003,,
ADFO_PM_001,,
ADFO_PM_002,,
ADFO_PM_003,,
U764_SS-19-2021__S19-4922-1C_2019-04-25_10.34.00.pt,,
U958_SS-19-2579.pt,,
V194_ST-19-3309-2019-07-05-10-59-37.pt,,
V260_SI-19-3130_2019-06-27_16.57.53.pt,,
V288_SS-19-3564_2019-06-27_16.59.49.pt,,
V466_SI-19-3778_20x_S60_BF-2019-07-26-15-11-18.pt,,
W046_SS-19-5609_40x_S60-2019-10-18-18-32-02.pt,,
W622-SS-19-7402-40x-S60.pt,,
W328_ST-19-6513_40x_S60_2019-12-11_16.16.21.pt,,
W595-SI-19-6907-20x-S60---2019-12-31-14.36.29.pt,,
W367_ST-19-6640_20x_S60_2019-12-10_18.22.25.pt,,
W668-SI-19-7268-40x-S60.pt,,
W947-ST-19-8162-40x-S60.pt,,
V773_SS-19-4868_40x_S60-2019-10-04-16-50-08.pt,,
W910-SI-19-7762-20x-S60.pt,,
W950-SS-19-8150-40x-S60.pt,,
X954_ST-20-2307-20x-XR.pt,,
X930_ST-20-2333_20x_XR.pt,,
X618-ST-20-1598-20x-S60.pt,,
X649-SS-20-1722-20x-S60.pt,,
V313-SI-19-3474-aA-SL1-20x-XR.pt,,
Y128_ST-20-2670_20x_S60.pt,,
Y038_ST-20-2477_20x_XR.pt,,
Y108_ST-20-2663_20x_XR.pt,,
Y183_ST-20-2912_20x_XR - 2020-07-08 12.04.28.pt,,
Y216_SI-20-2949_20x_XR---2020-07-13-10.53.43.pt,,
Y217_ST-20-2985_20x_XR - 2020-07-08 12.33.57.pt,,
Y132_ST-20-2630_20x_S60.pt,,
Y795_ST-20-4320.pt,,
Y963_SI-20-4659_B-6.pt,,
Y499_ST-20-3519_20x_S60_2.pt,,
Z063_ST-20-4984_A1.pt,,
Z218_ST-20-5314_A1.pt,,
Z476_SS-20-5951_A1.pt,,
Z312_ST-20-5478_A1.pt,,
Z434_ST-20-5830_A1.pt,,
Z328_ST-20-5477_A1.pt,,
Z713_ST-20-6592_A1.pt,,
Z903_ST-21-2781_A1.pt,,
Z848_SS-20-7003_A1.pt,,
AB06_ST-21-3188_A1.pt,,
AC32_ST-21-3381_A2_2.pt,,
AA42_ST-20-6587.pt,,
AB34_ST-21-3282_A1.pt,,
AJ56_ST-21-5484_A1_2.pt,,
AK79_ST-21-5652_A1.pt,,
AL05_SS-21-5726_A1.pt,,
AT54_ST-21-7514_A1_-_2021-07-28_14.44.47.pt,,
AO42_ST-21-6553_A1_-_2021-06-23_14.08.47.pt,,
AR56_SB-21-7027_A-3_-_2021-07-15_10.53.54.pt,,
AO69_ST-21-6599_A1_-_2021-06-23_15.18.25.pt,,
AQ65_SS-21-6865_A1_-_2021-07-13_13.29.38.pt,,
AO05_ST-21-6303_B-1.pt,,
AP85-ST-21-6939_A1.pt,,
AP90_ST-21-6950_A1_2.pt,,
BA30_ST-21-9068_A1_2_-_2021-10-05_13.15.03.pt,,
BG28_ST-21-10406_A1_-_2021-11-29_16.32.55.pt,,
BK49_ST-21-11339_A1.pt,,
BK67_SS-21-11147_A1.pt,,
BC52_SB-21-9482_A-1_-_2021-10-22_13.36.15.pt,,
BO51_ST-22-709_A12.pt,,
BO68_ST-22-610_A1 - 2022-02-15 13.49.54.pt,,
BO71_ST-22-618_A12.pt,,
BO78_ST-22-698_A2 - 2022-02-18 11.01.02.pt,,
BQ02_ST-22-798_A12.pt,,
BS12_ST-22-1398_A1 - 2022-03-14 12.22.13.pt,,
BP41_ST-22-889_A12.pt,,
BZ61_ST-22-2611_A2.pt,,
BV78_ST-22-2000_A1 - 2022-04-07 09.32.11.pt,,
CA75_ST-22-2829_A1.pt,,
BX76_ST-22-2213_A1_-_2022-04-21_09.56.32.pt,,
BX79_ST-22-2290_A1.pt,,
BR72_ST-22-1213_A1 - 2022-03-14 14.12.27.pt,,
CG62_ST-22-4158_A2.pt,,
CH25_ST-22-4320_A1.pt,,
CD05_ST-22-3345_A-1 - 2022-05-24 12.51.31.pt,,
CI60_SI-22-4523_A1.pt,,
CE48_ST-22-3811_A1.pt,,
CB36_SS-22-3150_A1.pt,,
CO28_ST-22-5597_A1-20.pt,,
CR32_ST-22-6142_A1-2022-09-07 14.29.45.pt,,
CQ34_ST-22-5991_A1.pt,,
CK33_ST-22-4882_A1.pt,,
DF83_ST-22-8846-A-1-2022-12-20_11.48.15.pt,,
DF51_ST-22-8729-A2-2022-12-23_10.30.06.pt,,
DF52_ST-22-8665-A-1-SL1-2022-12-22_13.17.18.pt,,
DG47_ST-22-8895_A1-2022-12-27_10.30.44.pt,,
CX31_ST-22-7322_A1-20.pt,,
CX35_ST-22-7305_A1-20.pt,,
DD32_ST-22-8278_A-1-2022-12-02_12.28.53.pt,,
DC71_SS-22-8469_A-1-2022-12-02_15.02.00.pt,,
DB03_SI-22-8089_B1-20.pt,,
CZ04_ST-22-7781_A1-20.pt,,
DA42_SS-22-8060_A1-20.pt,,
CX93_ST-22-7488_A1-20.pt,,
CU55_ST-22-6869_A1-20.pt,,
CV32_ST-22-7143_B1.pt,,
CX55_ST-22-7549_A2-2022-11-01 14.13.28.pt,,
DF24_ST-22-8745_A1-2022-12-13_15.10.01.pt,,
DI68_ST-22-9382_A1_-_2023-01-12_14.36.41.pt,,
DA78_ST-22-8045_A1-20.pt,,
DA79_ST-22-7993_A1-20.pt,,
CW44_ST-22-7238_A2-20.pt,,
DL94_ST-23-514-A1-2023-02-01_14.19.03.pt,,
DJ57_ST-23-32-A1-2023-01-19_11.38.16.pt,,
DL91_ST-23-505-A1-2023-02-01_12.57.06.pt,,
DO07_SB-23-911-C-1-SL1-2023-02-16_16.15.00.pt,,
DU12_ST-23-1508-A-1-SL1-2023-03-31_11.58.13.pt,,
DO51_ST-23-1001_A1-2023-02-23_12.29.14.pt,,
DR19_ST-23-1444_A1-2023-03-07_14.32.58.pt,,
DK18_SS-23-340_A1.pt,,
DR24_ST-23-1517_A1-2023-03-07_13.51.34.pt,,
DX31_ST-23-2669-A1_-_2023-04-13_14.42.59.pt,,
DU97_ST-22-9306-A-1-2023-03-29_13.47.35.pt,,
EB45_ST-23-3393-A1 - 2023-05-10 14.57.05.pt,,
DV75_ST-23-2327_A-1-2023-04-03 14.44.03.pt,,
DW16_SS-23-2533_A-1-2023-04-14_12.20.47.pt,,
DZ38_ST-23-3006-A1_-_2023-04-24_12.21.17.pt,,
EA19_ST-23-3261-A1 - 2023-05-09 11.09.53.pt,,
EL50_ST-23-5004_A-1-2023-07-13 13.42.30.pt,,
EP57_ST-23-5846-A1 - 2023-08-09 11.43.23.pt,,
EM02_ST-23-4157_B-1-2023-07-13 14.15.22.pt,,
EJ73_ST-23-4912_A1 - 2023-07-12 12.14.20.pt,,
EH73_ST-23-4589-A1-2023-06-14 15.43.05.pt,,
EH74_ST-23-4595-A1-2023-06-14 15.47.45.pt,,
EE17_ST-23-3806_A1 - 2023-05-26 13.16.05.pt,,
EE22_ST-23-3755_A1 - 2023-05-26 12.40.46.pt,,
ET86_ST-23-6596-A1 - 2023-08-28 11.48.21.pt,,
ES16_ST-23-6174_A-1-2023-08-17 14.24.01.pt,,
ES24_ST-23-6062_A-1-2023-08-18 11.53.08.pt,,
EQ21_ST-23-5831-A-1-SL1 - 2023-08-08 13.09.37.pt,,
EQ22_ST-23-5854-A-1-SL1 - 2023-08-08 13.11.23.pt,,
EW17_ST-23-6710-A1 - 2023-09-07 16.26.28.pt,,
EY52_ST-23-7207-A-1-SL1 - 2023-09-27 12.34.16.pt,,
EY56_ST-23-7304_2023-09-27.pt,,
FC75_ST-23-8168.pt,,
FC79_ST-23-8152.pt,,
FE37_ST-23-8503.pt,,
FA55_ST-23-7674-A-1-SL1-2023-09-29 12.19.23.pt,,
FB51_SS-23-7903_A.pt,,
EY87_ST-23-6995_2023-09-27 10.12.38.pt,,
EZ22_ST-23-7251_2023-09-27.pt,,
FE57_ST-23-8487_B1 - 2023-11-02 10.08.05.pt,,
GE26_ST-24-2613_A-2 - 2024-04-05 13.33.07.pt,,
GB04_ST-24-2125_A1 - 2024-03-20 14.59.46.pt,,
GB05_ST-24-2126_A1 - 2024-03-20 15.02.12.pt,,
FH82_ST-23-8995_A1 - 2023-11-22 09.11.25.pt,,
FG17_ST-23-8748_A1 - 2023-11-15 09.45.29.pt,,
FG61_SI-23-8707-A-3.pt,,
FG97_ST-23-8858_A1 - 2023-11-15 10.26.05.pt,,
FJ68_ST-23-9406_A1 - 2023-11-30 12.17.16.pt,,
FF62_ST-23-8620-A1.pt,,
FF64_ST-23-8623-A1.pt,,
FF76_ST-23-8646-A1.pt,,
FO62_ST-23-10190_A1 - 2024-01-09 11.57.41.pt,,
FL39_ST-23-9681-SLIDE-A1.pt,,
FN11_ST-23-8863-SLIDE-B1.pt,,
FQ12_ST-24-171-A - 2024-01-19 17.32.17.pt,,
FL73_SS-23-9561-A-1.pt,,
FL97_ST-23-9717_A1 - 2023-12-20 12.26.14.pt,,
FM47_SS-23-9781-A-1.pt,,
FW05_ST-24-1227-A1_NP-24-4158-A1.pt,,
FW12_ST-24-1016_A-1 - 2024-02-16 14.39.38.pt,,
GA28_SS-24-1835_A-1 - 2024-03-15 11.21.37.pt,,
AALU_PM_002,,
AASV_PM_003,,
AAVO_PM_003,,
ABEE_PM_003,,
ABND_PM_001,,
ABND_PM_002,,
ABON_PM_002,,
ABON_PM_001,,
ACJM_PM_002,,
ACJM_PM_003,,
ACKE_PM_002,,
ACKJ_PM_003,,
ACKK_PM_002,,
ACKK_PM_003,,
ACME_PM_001,,
ACME_PM_002,,
ACME_PM_003,,
ACOM_PM_001,,
ACPM_PM_001,,
ACPM_PM_003,,
ACXF_PM_001,,
ACYW_PM_002,,
ACYX_PM_001,,
ACYX_PM_002,,
ACYY_PM_003,,
ADAM_PM_003,,
ADBF_PM_002,,
ADDX_PM_001,,
ADDX_PM_003,,
ADEG_PM_002,,
ADEG_PM_003,,
ADFZ_PM_001,,
U831_SS-19-2361_2019-05-01_19.35.18.pt,,
W703-SS-19-7660-40x-S60.pt,,
V918_SS-19-5483_40x_S60-2019-10-07-10-38-01.pt,,
W413_SI-19-6763_40x_S60_2019-12-11_19.13.26.pt,,
W382_ST-19-6695_20x_S60_2019-12-10_18.40.47.pt,,
X083-SS-20-346-20x-S60.pt,,
W121_SI-19-5976_40x_S60-2019-10-22-17-47-07.pt,,
X026-ST-20-227-20x-S60.pt,,
W632-SI-19-7166-40x-S60.pt,,
W365_ST-19-6596_40x_S60_2019-12-11_16.58.45.pt,,
W551-SS-19-7157-40x-S60.pt,,
V800_SS-19-5067_aCONS_SLR22_40x_S60-2019-10-04-18-24-00.pt,,
V818_SI-19-5014_3FS1_SL1_40x_S60-2019-10-04-20-10-40.pt,,
V706_SS-19-4722_20x_XR.pt,,
W879-SI-19-8145-40x-S60.pt,,
X955_ST-20-2304-20x-XR.pt,,
X920_ST-20-2247_20x_XR.pt,,
X922_ST-20-2259_20x_XR.pt,,
X616-ST-20-1405-20x-S60.pt,,
X749-ST-20-1972-20x-S60.pt,,
Y077_ST-20-2629_20x_XR.pt,,
Y003_ST-20-2401_20x_XR.pt,,
Y007_ST-20-2402_20x_XR.pt,,
X568-SS-20-1565-20x-S60-2.pt,,
X847_ST-20-2172-20x-XR.pt,,
Y083_ST-20-2591_HE_20x_S60-.pt,,
Y124_ST-20-2664_20x_S60.pt,,
Y188_ST-20-2785_20x_XR_R2---2020-07-13-10.48.47.pt,,
Y700_ST-20-4072_20X.pt,,
Y705_ST-20-4085_B1_20X.pt,,
Y896_ST-20-4629_A1.pt,,
Y973_ST-20-4719_A1.pt,,
Y597_ST-20-3780_20x_S60.pt,,
Z334_SI-20-5636_A3.pt,,
Z222_SS-20-5300_A-1.pt,,
Z638_SS-20-6425_A3.pt,,
Z626_ST-20-6280_A1_40.pt,,
Z430_ST-20-5839_A1.pt,,
Z435_ST-20-5834_A1_2.pt,,
Z752_ST-20-6593_A-1.pt,,
Z831_ST-20-6894_A1.pt,,
AA28_ST-21-2997_A1_2.pt,,
Z930_SI-21-2751_A10.pt,,
AE30_SS-21-3966_A1.pt,,
AI60_ST-21-5004_A1.pt,,
AK33_ST-21-5371_A19_.pt,,
AI61_ST-21-5000_A1.pt,,
AI65_ST-21-5102_A1.pt,,
AF87_SS-21-4421_B5.pt,,
AE99_ST-21-4266_A1.pt,,
AF14_SS-21-4274_A1.pt,,
AJ54_ST-21-5477_A1.pt,,
AG93_ST-21-4763_A1.pt,,
AT52_ST-21-7476_A-1-SL1_-_2021-07-28_13.59.36.pt,,
AO45_ST-21-6563_A1.pt,,
AR85_SS-21-7252_A-1.pt,,
AS74_ST-21-7325_A-1-SL1 - 2021-07-20 09.11.21.pt,,
AW67_ST-21-8384_A1_-_2021-09-09_09.47.44.pt,,
BB22_ST-21-7775_B1_-_2021-10-08_12.22.21.pt,,
BB24_ST-21-9383_A1_-_2021-10-20_11.33.33.pt,,
AV36_ST-21-8066_A1_-_2021-08-18_11.51.07.pt,,
BD68_ST-21-9889_A1_-_2021-11-02_10.03.02.pt,,
BE34_ST-21-9833-A-1-SL10_-_2021-11-05_10.58.16.pt,,
BC28_ST-21-9530_A1_2_-_2021-10-29_15.41.10.pt,,
BC80_ST-21-9534_A7 - 2021-10-29 14.07.33.pt,,
BD29_ST-21-9624_A1_2_-_2021-10-29_16.08.18.pt,,
BM56_ST-22-148_A12.pt,,
BQ88_ST-22-926_A12.pt,,
BN34_ST-22-413_A1 - 2022-02-02 12.29.58.pt,,
BZ62_ST-22-2614_A1.pt,,
BY63_ST-22-1951_A1.pt,,
BU64_ST-22-1807_A1 - 2022-04-04 16.15.08.pt,,
BU93_ST-22-1850_A1.pt,,
BW44_ST-22-2042_A1.pt,,
BX32_ST-22-2188_A1.pt,,
CA32_SS-22-2951_A1.pt,,
CA60_ST-22-2699_A1.pt,,
CB02_ST-22-3239_A1.pt,,
BX42_ST-22-2171_A1 - 2022-04-20 13.13.52.pt,,
BT51_ST-22-1737_A1.pt,,
CG92_ST-22-4273_A1.pt,,
CE80_ST-22-3905_A1.pt,,
CG23_ST-22-4164_A1.pt,,
CD19_ST-22-3664_A1.pt,,
CL36_ST-22-5072_A1.pt,,
CJ85_ST-22-4829_A3.pt,,
CR07_ST-22-6066_A1.pt,,
CL89_ST-22-4871_A1.pt,,
CP75_ST-22-5871_A1 - 2022-08-30 11.42.51.pt,,
DE43_ST-22-8462_A1_-_2022-12-08_09.38.48.pt,,
DF15_ST-22-8644-A1-2022-12-23_11.45.09.pt,,
DI82_ST-22-9494_A1-2023-01-11_15.06.06.pt,,
DF55_ST-22-8776-A1-2022-12-23_10.31.48.pt,,
DF75_ST-22-8840-A1-2022-12-20_11.37.32.pt,,
CX45_ST-22-7360_A1-2022-11-01_15.04.09.pt,,
DH74_ST-22-9173-A1-2023-01-06_10.10.55.pt,,
DH76_ST-22-9126-A1-2023-01-06_12.06.04.pt,,
CU43_ST-22-6710_A1-20.pt,,
CZ07_ST-22-7770_A1-20.pt,,
CZ45_SI-22-7818_B2-20.pt,,
CY95_SI-22-7500_D1-20.pt,,
DA04_ST-22-7870_A1-20.pt,,
DA07_ST-22-7904_A1-20.pt,,
DD73_ST-22-8412_A1-2022-12-02_16.59.57.pt,,
DH88_SI-22-9452-A-1-SL1.pt,,
CU85_ST-22-6983_A1.pt,,
CV29_ST-22-7136_B1.pt,,
DF18_ST-22-8650_A-1-2022-12-13_14.38.15.pt,,
CV90_ST-22-7098_A1-20.pt,,
DF19_ST-22-8622_A1-2022-12-13_14.44.34.pt,,
DE10_ST-22-8397-A1_-_2022-12-08_14.10.56.pt,,
DI79_ST-22-9415_A-1-2023-01-12_12.50.49.pt,,
DM08_ST-23-556_A1-2023-02-09_13.51.23.pt,,
DT18_ST-23-1759-A1-2023-03-23 14.23.02.pt,,
DO45_ST-23-987-A1-2023-02-24_10.51.25.pt,,
DO24_ST-23-898-A1-2023-02-16_15.57.29.pt,,
DM45_SS-23-715_A-1-2023-02-08_14.25.33.pt,,
DJ50_ST-23-10-A1 - 2023-01-19 12.03.26.pt,,
DP50_ST-23-1236-A1-2023-02-27_12.42.40.pt,,
DO56_ST-23-1041_A2_-2023-02-23_12.26.25.pt,,
DT34_SI-23-1959_D-1-2023-03-24_11.00.51.pt,,
DP33_SS-23-1271-A-1-SL1-2023-02-27_14.08.34.pt,,
DP97_ST-23-1255-A1-2023-03-16_17.16.59.pt,,
DR16_ST-23-1389_A1-2023-03-08_09.27.53.pt,,
DR18_ST-23-1398_A-2-2023-03-07_14.28.40.pt,,
DW35_ST-23-2395_A-1_-_2023-04-17_12.16.44.pt,,
EB62_ST-23-3360_A1-2023-05-15_14.32.08.pt,,
DW53_ST-23-2457_A-1_-_2023-04-17_12.11.20.pt,,
EA86_ST-23-3214_A1-2023-05-04 12.30.43.pt,,
DY70_ST-23-3034-A1_-_2023-04-21_15.42.42.pt,,
DX78_ST-23-2745-A-1-SL1_-_2023-04-21_15.54.14.pt,,
DU50_ST-23-2037-A-1-SL1-2023-03-27_12.23.58.pt,,
DY47_ST-23-2939_A1 - 2023-04-19 11.37.59.pt,,
EL11_ST-23-5084_A6-2023-07-10 10.59.59.pt,,
EH28_ST-23-4388-A1 - 2023-06-21 14.29.29.pt,,
EN89_ST-23-5607-A1 - 2023-07-25 15.30.25.pt,,
EL85_ST-23-5310_A1-2023-07-12 11.06.35.pt,,
EL95_ST-23-5277_A1.pt,,
EL43_SS-23-5338_A1-2023-07-14 13.46.38.pt,,
EL99_ST-23-5264_A-1-2023-07-13 15.03.09.pt,,
EJ71_ST-23-4925_A1 - 2023-07-12 12.11.22.pt,,
EF60_ST-23-4128-A1 - 2023-06-06 14.19.35.pt,,
EG19_ST-23-4038_A-1 - 2023-06-13 14.05.07.pt,,
EV61_ST-23-6725-A1 - 2023-09-06 15.26.40.pt,,
EI86_ST-23-4757_A1 - 2023-06-29 11.53.04.pt,,
EU59_SS-23-6608-A1 - 2023-09-05 10.40.16.pt,,
ER35_ST-23-6041_B-1-2023-08-15 11.24.05.pt,,
ER43_ST-23-6061_A3-2023-08-15 11.55.55.pt,,
ES22_ST-23-6270_A1-2023-08-17 14.47.26.pt,,
EX52_SS-23-7041_A1 - 2023-09-25 08.13.33.pt,,
EZ69_ST-23-7539_2023-09-29 10.24.08.pt,,
FB82_ST-23-7939_A - 2023-10-10 16.43.42.pt,,
FF53_ST-23-8579_A1 - 2023-11-02 10.40.44.pt,,
FF99_ST-23-8733_A - 2023-11-09 10.23.40.pt,,
EZ81_SS-23-7585_A1.pt,,
FB18_ST-23-7889_A - 2023-10-05 09.23.30.pt,,
FB21_ST-23-7749_A-2 - 2023-10-05 09.28.02.pt,,
EZ42_ST-23-7290-A-1-SL1-2023-09-29 08.51.30.pt,,
FC29_ST-23-8134.pt,,
GB69_ST-24-2249_A1 - 2024-03-22 11.44.48.pt,,
GB73_ST-24-2118_A-1 - 2024-03-22 14.42.11.pt,,
GD37_ST-24-2450_A2 - 2024-03-29 12.33.49.pt,,
GD39_ST-24-2452_A1 - 2024-03-29 12.38.42.pt,,
GD96_ST-24-2680_A1 - 2024-04-03 09.31.52.pt,,
GE01_ST-24-2448_A-1 - 2024-04-03 09.42.18.pt,,
GI34_ST-24-3324-A-1.pt,,
GA37_ST-24-2035_A3 - 2024-03-20 15.48.29.pt,,
GA55_ST-24-2037_A1 - 2024-03-20 14.44.26.pt,,
FF67_ST-23-8627-A1.pt,,
FF66_ST-23-8626-A1.pt,,
FG94_ST-23-8854_A1 - 2023-11-15 10.22.39.pt,,
FI34_ST-23-9090_A1 - 2023-11-27 13.23.34.pt,,
FI35_ST-23-9091_A1 - 2023-11-27 13.27.08.pt,,
